t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-2.8554220317555945e-5,0.000736805740608526,-2.8554220317555945e-5,0.000736805740608526,-2.8554220317555945e-5,0.000736805740608526,2.2999714457796823,1.6690414628495804,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.9,0.2975646659644129,-0.014182215652273733,0.2975646659644129,-0.014182215652273733,0.2975646659644129,-0.014182215652273733,2.5975646659644127,1.6541224414566982,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.91,0.2960454131575414,-0.014012178343363768,0.2960454131575414,-0.014012178343363768,0.2960454131575414,-0.014012178343363768,2.5960454131575412,1.6542924787656081,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.92,0.2945133443790531,-0.013846548260217695,0.2945133443790531,-0.013846548260217695,0.2945133443790531,-0.013846548260217695,2.594513344379053,1.6544581088487542,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.93,0.2929716653642198,-0.013686072902174828,0.2929716653642198,-0.013686072902174828,0.2929716653642198,-0.013686072902174828,2.5929716653642196,1.654618584206797,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.94,0.2914236009080078,-0.013531435942268022,0.2914236009080078,-0.013531435942268022,0.2914236009080078,-0.013531435942268022,2.5914236009080076,1.654773221166704,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.95,0.2898723577685445,-0.013383248064442244,0.2898723577685445,-0.013383248064442244,0.2898723577685445,-0.013383248064442244,2.5898723577685443,1.6549214090445297,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.96,0.2883210986924434,-0.013242046108395744,0.2883210986924434,-0.013242046108395744,0.2883210986924434,-0.013242046108395744,2.588321098692443,1.6550626110005762,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.97,0.28677291749138556,-0.013108289271328122,0.28677291749138556,-0.013108289271328122,0.28677291749138556,-0.013108289271328122,2.5867729174913854,1.6551963678376438,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.98,0.2852308104891339,-0.012982356939383877,0.2852308104891339,-0.012982356939383877,0.2852308104891339,-0.012982356939383877,2.5852308104891337,1.655322300169588,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.99,0.2836976523588435,-0.012864546293163581,0.2836976523588435,-0.012864546293163581,0.2836976523588435,-0.012864546293163581,2.5836976523588433,1.6554401108158083,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.0,0.28217616459284134,-0.012755074107204,0.28217616459284134,-0.012755074107204,0.28217616459284134,-0.012755074107204,2.582176164592841,1.655549583001768,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.01,0.2806689123693742,-0.012654073918385356,0.2806689123693742,-0.012654073918385356,0.2806689123693742,-0.012654073918385356,2.580668912369374,1.6556505831905866,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.02,0.27917827177220955,-0.012561598263509444,0.27917827177220955,-0.012561598263509444,0.27917827177220955,-0.012561598263509444,2.5791782717722094,1.6557430588454625,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.03,0.2777064210748872,-0.012477623655917869,0.2777064210748872,-0.012477623655917869,0.2777064210748872,-0.012477623655917869,2.577706421074887,1.655827033453054,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.04,0.276255321581822,-0.012402048360390383,0.276255321581822,-0.012402048360390383,0.276255321581822,-0.012402048360390383,2.576255321581822,1.6559026087485815,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.05,0.27482671159410454,-0.012334698419959711,0.27482671159410454,-0.012334698419959711,0.27482671159410454,-0.012334698419959711,2.5748267115941044,1.6559699586890122,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.06,0.2734220950076671,-0.012275330831812648,0.2734220950076671,-0.012275330831812648,0.2734220950076671,-0.012275330831812648,2.573422095007667,1.6560293262771593,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.07,0.27204273602494666,-0.012223638527603997,0.27204273602494666,-0.012223638527603997,0.27204273602494666,-0.012223638527603997,2.5720427360249465,1.656081018581368,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.08,0.2706896554410707,-0.012179255216730356,0.2706896554410707,-0.012179255216730356,0.2706896554410707,-0.012179255216730356,2.5706896554410705,1.6561254018922416,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.09,0.26936363120724494,-0.0121417601816316,0.26936363120724494,-0.0121417601816316,0.26936363120724494,-0.0121417601816316,2.5693636312072448,1.6561628969273403,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.1,0.2680651974109214,-0.012110684517470327,0.2680651974109214,-0.012110684517470327,0.2680651974109214,-0.012110684517470327,2.568065197410921,1.6561939725915016,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.11,0.2667946480678789,-0.012085518151291108,0.2667946480678789,-0.012085518151291108,0.2667946480678789,-0.012085518151291108,2.5667946480678787,1.6562191389576808,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.12,0.2655520451074085,-0.01206571457831851,0.2655520451074085,-0.01206571457831851,0.2655520451074085,-0.01206571457831851,2.5655520451074083,1.6562389425306534,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.13,0.26433722555692674,-0.01205069860841479,0.26433722555692674,-0.01205069860841479,0.26433722555692674,-0.01205069860841479,2.5643372255569266,1.6562539585005571,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.14,0.2631498108358019,-0.012039872240098948,0.2631498108358019,-0.012039872240098948,0.2631498108358019,-0.012039872240098948,2.5631498108358017,1.656264784868873,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.15,0.26198922051975027,-0.0120326215092732,0.26198922051975027,-0.0120326215092732,0.26198922051975027,-0.0120326215092732,2.56198922051975,1.6562720355996987,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.16,0.2608546825528042,-0.012028323292337495,0.2608546825528042,-0.012028323292337495,0.2608546825528042,-0.012028323292337495,2.560854682552804,1.6562763338166344,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.17,0.2597452500668527,-0.012026352203432955,0.2597452500668527,-0.012026352203432955,0.2597452500668527,-0.012026352203432955,2.5597452500668525,1.656278304905539,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.18,0.2586598175488417,-0.012026085435708822,0.2586598175488417,-0.012026085435708822,0.2586598175488417,-0.012026085435708822,2.5586598175488415,1.656278571673263,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.19,0.25759713748526236,-0.012026909845038736,0.25759713748526236,-0.012026909845038736,0.25759713748526236,-0.012026909845038736,2.557597137485262,1.6562777472639332,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.2,0.2565558390900917,-0.012028227785632062,0.2565558390900917,-0.012028227785632062,0.2565558390900917,-0.012028227785632062,2.5565558390900915,1.6562764293233398,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.21,0.2555344434654354,-0.012029462055036522,0.2555344434654354,-0.012029462055036522,0.2555344434654354,-0.012029462055036522,2.5555344434654352,1.6562751950539354,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.22,0.25453138580071677,-0.012030060909831164,0.25453138580071677,-0.012030060909831164,0.25453138580071677,-0.012030060909831164,2.5545313858007166,1.6562745961991407,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.23,0.25354503251121807,-0.0120295028142412,0.25354503251121807,-0.0120295028142412,0.25354503251121807,-0.0120295028142412,2.553545032511218,1.6562751542947307,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.24,0.25257370364123366,-0.012027300110430739,0.25257370364123366,-0.012027300110430739,0.25257370364123366,-0.012027300110430739,2.5525737036412335,1.6562773569985412,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.25,0.25161568514533617,-0.012023003252155107,0.25161568514533617,-0.012023003252155107,0.25161568514533617,-0.012023003252155107,2.551615685145336,1.6562816538568168,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.26,0.25066925377897986,-0.012016203731246566,0.25066925377897986,-0.012016203731246566,0.25066925377897986,-0.012016203731246566,2.5506692537789797,1.6562884533777253,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.27,0.24973269037245638,-0.012006536875845741,0.24973269037245638,-0.012006536875845741,0.24973269037245638,-0.012006536875845741,2.549732690372456,1.6562981202331262,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.28,0.24880429873709886,-0.011993682596684208,0.24880429873709886,-0.011993682596684208,0.24880429873709886,-0.011993682596684208,2.5488042987370987,1.6563109745122877,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.29,0.24788242155172968,-0.011977368225873475,0.24788242155172968,-0.011977368225873475,0.24788242155172968,-0.011977368225873475,2.5478824215517295,1.6563272888830984,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.3,0.24696545507001932,-0.011957369065363599,0.24696545507001932,-0.011957369065363599,0.24696545507001932,-0.011957369065363599,2.546965455070019,1.6563472880436083,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.31,0.24605186486768504,-0.011933508581242647,0.24605186486768504,-0.011933508581242647,0.24605186486768504,-0.011933508581242647,2.546051864867685,1.6563711485277293,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.32,0.2451401949911136,-0.011905658887995552,0.2451401949911136,-0.011905658887995552,0.2451401949911136,-0.011905658887995552,2.5451401949911134,1.6563989982209764,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.33,0.24422908254492492,-0.011873739314070209,0.24422908254492492,-0.011873739314070209,0.24422908254492492,-0.011873739314070209,2.5442290825449247,1.6564309177949017,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.34,0.2433172666926917,-0.01183771604935746,0.2433172666926917,-0.01183771604935746,0.2433172666926917,-0.01183771604935746,2.5433172666926915,1.6564669410596145,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.35,0.24240359657651345,-0.011797600438060885,0.24240359657651345,-0.011797600438060885,0.24240359657651345,-0.011797600438060885,2.5424035965765133,1.656507056670911,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.36,0.24148703859652354,-0.011753447201706457,0.24148703859652354,-0.011753447201706457,0.24148703859652354,-0.011753447201706457,2.5414870385965234,1.6565512099072655,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.37,0.2405666840057048,-0.011705351440818745,0.2405666840057048,-0.011705351440818745,0.2405666840057048,-0.011705351440818745,2.5405666840057046,1.6565993056681532,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.38,0.23964174966204688,-0.011653447070277156,0.23964174966204688,-0.011653447070277156,0.23964174966204688,-0.011653447070277156,2.5396417496620467,1.6566512100386948,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.39,0.23871158301491668,-0.011597903561026746,0.23871158301491668,-0.011597903561026746,0.23871158301491668,-0.011597903561026746,2.5387115830149165,1.6567067535479452,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.4,0.23777566271956907,-0.011538922728205003,0.23777566271956907,-0.011538922728205003,0.23777566271956907,-0.011538922728205003,2.537775662719569,1.656765734380767,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.41,0.2368335978294649,-0.0114767350606777,0.2368335978294649,-0.0114767350606777,0.2368335978294649,-0.0114767350606777,2.5368335978294647,1.6568279220482942,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.42,0.2358851273629865,-0.011411596579230743,0.2358851273629865,-0.011411596579230743,0.2358851273629865,-0.011411596579230743,2.5358851273629863,1.6568930605297412,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.43,0.2349301169081781,-0.011343785197045264,0.2349301169081781,-0.011343785197045264,0.2349301169081781,-0.011343785197045264,2.534930116908178,1.6569608719119266,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.44,0.23396855444194387,-0.011273596887893866,0.23396855444194387,-0.011273596887893866,0.23396855444194387,-0.011273596887893866,2.5339685544419437,1.657031060221078,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.45,0.23300054551193483,-0.011201342243448709,0.23300054551193483,-0.011201342243448709,0.23300054551193483,-0.011201342243448709,2.5330005455119347,1.6571033148655232,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.46,0.23202630741267738,-0.011127341938500068,0.23202630741267738,-0.011127341938500068,0.23202630741267738,-0.011127341938500068,2.532026307412677,1.6571773151704718,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.47,0.23104616184403248,-0.011051923664152863,0.23104616184403248,-0.011051923664152863,0.23104616184403248,-0.011051923664152863,2.5310461618440323,1.657252733444819,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.48,0.23006052740380234,-0.010975418703572881,0.23006052740380234,-0.010975418703572881,0.23006052740380234,-0.010975418703572881,2.530060527403802,1.657329238405399,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.49,0.22906991094996743,-0.01089815782419401,0.22906991094996743,-0.01089815782419401,0.22906991094996743,-0.01089815782419401,2.5290699109499672,1.657406499284778,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.5,0.22807489850806295,-0.010820468339867828,0.22807489850806295,-0.010820468339867828,0.22807489850806295,-0.010820468339867828,2.5280748985080628,1.657484188769104,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.51,0.22707614649340613,-0.010742670361490347,0.22707614649340613,-0.010742670361490347,0.22707614649340613,-0.010742670361490347,2.527076146493406,1.6575619867474816,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.52,0.22607437219940207,-0.010665074670837216,0.22607437219940207,-0.010665074670837216,0.22607437219940207,-0.010665074670837216,2.526074372199402,1.6576395824381347,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.53,0.22507034198190734,-0.010587979027111949,0.22507034198190734,-0.010587979027111949,0.22507034198190734,-0.010587979027111949,2.525070341981907,1.65771667808186,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.54,0.22406486350671706,-0.010511666319635404,0.22406486350671706,-0.010511666319635404,0.22406486350671706,-0.010511666319635404,2.524064863506717,1.6577929907893365,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.55,0.22305877475039226,-0.010436402260476374,0.22305877475039226,-0.010436402260476374,0.22305877475039226,-0.010436402260476374,2.523058774750392,1.6578682548484955,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.56,0.22205293410064897,-0.010362432957412127,0.22205293410064897,-0.010362432957412127,0.22205293410064897,-0.010362432957412127,2.522052934100649,1.6579422241515598,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.57,0.22104821128507002,-0.010289983692425508,0.22104821128507002,-0.010289983692425508,0.22104821128507002,-0.010289983692425508,2.52104821128507,1.6580146734165464,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.58,0.22004547623640214,-0.010219257464514575,0.22004547623640214,-0.010219257464514575,0.22004547623640214,-0.010219257464514575,2.520045476236402,1.6580853996444573,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.59,0.2190455925466801,-0.010150433518652191,0.2190455925466801,-0.010150433518652191,0.2190455925466801,-0.010150433518652191,2.51904559254668,1.6581542235903197,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.6,0.21804940798614592,-0.010083666962936721,0.21804940798614592,-0.010083666962936721,0.21804940798614592,-0.010083666962936721,2.5180494079861457,1.6582209901460352,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.61,0.21705774536247135,-0.010019087656457648,0.21705774536247135,-0.010019087656457648,0.21705774536247135,-0.010019087656457648,2.517057745362471,1.6582855694525143,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.62,0.21607139716662394,-0.00995680078463268,0.21607139716662394,-0.00995680078463268,0.21607139716662394,-0.00995680078463268,2.5160713971666238,1.6583478563243392,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.63,0.21509111739729558,-0.009896886130356775,0.21509111739729558,-0.009896886130356775,0.21509111739729558,-0.009896886130356775,2.5150911173972954,1.6584077709786151,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.64,0.21411761638608384,-0.009839398844726288,0.21411761638608384,-0.009839398844726288,0.21411761638608384,-0.009839398844726288,2.5141176163860837,1.6584652582642456,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.65,0.2131515550868457,-0.009784369704047169,0.2131515550868457,-0.009784369704047169,0.2131515550868457,-0.009784369704047169,2.5131515550868455,1.6585202874049247,2.3,1.668304657108972,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
