t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,5.080076630810962,1.6651399940121956,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.63,0.20451685230596706,0.036104413752000575,0.20451685230596706,0.036104413752000575,0.20451685230596706,0.036104413752000575,5.284516852305967,1.7034317239833583,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.64,0.2040851039738305,0.03601553783552269,0.2040851039738305,0.03601553783552269,0.2040851039738305,0.03601553783552269,5.284085103973831,1.7033428480668804,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.65,0.20361173497244422,0.03594458709015713,0.20361173497244422,0.03594458709015713,0.20361173497244422,0.03594458709015713,5.283611734972444,1.7032718973215148,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.66,0.2030956659211398,0.035891081761644905,0.2030956659211398,0.035891081761644905,0.2030956659211398,0.035891081761644905,5.28309566592114,1.7032183919930026,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.67,0.20253624487505473,0.035854382668882634,0.20253624487505473,0.035854382668882634,0.20253624487505473,0.035854382668882634,5.282536244875055,1.7031816929002404,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.68,0.20193324938631907,0.03583369212496357,0.20193324938631907,0.03583369212496357,0.20193324938631907,0.03583369212496357,5.281933249386319,1.7031610023563213,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.69,0.20128681989209074,0.03582807334753424,0.20128681989209074,0.03582807334753424,0.20128681989209074,0.03582807334753424,5.281286819892091,1.703155383578892,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.7,0.2005973895033364,0.03583646696666287,0.2005973895033364,0.03583646696666287,0.2005973895033364,0.03583646696666287,5.2805973895033365,1.7031637771980206,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.71,0.19986575310867583,0.03585768071325246,0.19986575310867583,0.03585768071325246,0.19986575310867583,0.03585768071325246,5.279865753108676,1.7031849909446102,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.72,0.1990930426039439,0.035890472283590436,0.1990930426039439,0.035890472283590436,0.1990930426039439,0.035890472283590436,5.279093042603944,1.7032177825149482,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.73,0.1982806406613351,0.03593352435628505,0.1982806406613351,0.03593352435628505,0.1982806406613351,0.03593352435628505,5.278280640661335,1.7032608345876428,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.74,0.19743021665950966,0.035985497011364664,0.19743021665950966,0.035985497011364664,0.19743021665950966,0.035985497011364664,5.27743021665951,1.7033128072427224,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.75,0.19654366583795024,0.03604504034617162,0.19654366583795024,0.03604504034617162,0.19654366583795024,0.03604504034617162,5.27654366583795,1.7033723505775293,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.76,0.19562296493203668,0.036110668294193404,0.19562296493203668,0.036110668294193404,0.19562296493203668,0.036110668294193404,5.275622964932037,1.7034379785255511,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.77,0.19467040619124454,0.03618101928725248,0.19467040619124454,0.03618101928725248,0.19467040619124454,0.03618101928725248,5.274670406191245,1.7035083295186102,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.78,0.19368839837864282,0.03625472051946632,0.19368839837864282,0.03625472051946632,0.19368839837864282,0.03625472051946632,5.273688398378643,1.703582030750824,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.79,0.19267946897308175,0.0363303969515254,0.19267946897308175,0.0363303969515254,0.19267946897308175,0.0363303969515254,5.272679468973082,1.7036577071828831,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.8,0.19164625076083386,0.036406748305791714,0.19164625076083386,0.036406748305791714,0.19164625076083386,0.036406748305791714,5.271646250760834,1.7037340585371494,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.81,0.1905914166515439,0.03648245751983459,0.1905914166515439,0.03648245751983459,0.1905914166515439,0.03648245751983459,5.270591416651544,1.7038097677511923,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.82,0.18951764052207665,0.03655618726382204,0.18951764052207665,0.03655618726382204,0.18951764052207665,0.03655618726382204,5.269517640522077,1.7038834974951798,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.83,0.18842789830525764,0.03662692287681102,0.18842789830525764,0.03662692287681102,0.18842789830525764,0.03662692287681102,5.268427898305258,1.7039542331081687,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.84,0.18732494913219,0.03669346766677606,0.18732494913219,0.03669346766677606,0.18732494913219,0.03669346766677606,5.26732494913219,1.7040207778981338,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.85,0.18621159377026686,0.03675476176490999,0.18621159377026686,0.03675476176490999,0.18621159377026686,0.03675476176490999,5.266211593770267,1.7040820719962677,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.86,0.18509062666765086,0.03680980636430986,0.18509062666765086,0.03680980636430986,0.18509062666765086,0.03680980636430986,5.265090626667651,1.7041371165956676,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.87,0.18396482704595662,0.03685768692693969,0.18396482704595662,0.03685768692693969,0.18396482704595662,0.03685768692693969,5.263964827045957,1.7041849971582974,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.88,0.18283688362273587,0.03689756863059368,0.18283688362273587,0.03689756863059368,0.18283688362273587,0.03689756863059368,5.262836883622736,1.7042248788619514,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.89,0.18170943894380276,0.03692868497495705,0.18170943894380276,0.03692868497495705,0.18170943894380276,0.03692868497495705,5.261709438943803,1.7042559952063148,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.9,0.18058502517671648,0.03695034103571371,0.18058502517671648,0.03695034103571371,0.18058502517671648,0.03695034103571371,5.260585025176717,1.7042776512670714,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.91,0.17946609248102252,0.03696192694058387,0.17946609248102252,0.03696192694058387,0.17946609248102252,0.03696192694058387,5.259466092481023,1.7042892371719416,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.92,0.17835498152353768,0.03696293658550864,0.17835498152353768,0.03696293658550864,0.17835498152353768,0.03696293658550864,5.258354981523538,1.7042902468168664,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.93,0.17725389472896058,0.03695292544394335,0.17725389472896058,0.03695292544394335,0.17725389472896058,0.03695292544394335,5.257253894728961,1.704280235675301,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.94,0.1761648415817456,0.03693153436251606,0.1761648415817456,0.03693153436251606,0.1761648415817456,0.03693153436251606,5.256164841581746,1.7042588445938738,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.95,0.17508977042186302,0.036898480706436754,0.17508977042186302,0.036898480706436754,0.17508977042186302,0.036898480706436754,5.255089770421863,1.7042257909377945,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.96,0.17403044723114203,0.03685360419220274,0.17403044723114203,0.03685360419220274,0.17403044723114203,0.03685360419220274,5.254030447231142,1.7041809144235605,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.97,0.1729884486033706,0.03679680573916566,0.1729884486033706,0.03679680573916566,0.1729884486033706,0.03679680573916566,5.252988448603371,1.7041241159705234,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.98,0.1719651698936655,0.03672805703531545,0.1719651698936655,0.03672805703531545,0.1719651698936655,0.03672805703531545,5.251965169893666,1.7040553672666732,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.99,0.1709618168099647,0.03664738583733462,0.1709618168099647,0.03664738583733462,0.1709618168099647,0.03664738583733462,5.250961816809965,1.7039746960686923,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.0,0.16997951869548444,0.03655500625689134,0.16997951869548444,0.03655500625689134,0.16997951869548444,0.03655500625689134,5.2499795186954845,1.703882316488249,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.01,0.16901911002400194,0.03645110189686385,0.16901911002400194,0.03645110189686385,0.16901911002400194,0.03645110189686385,5.249019110024002,1.7037784121282216,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.02,0.1680812685662545,0.03633594893877112,0.1680812685662545,0.03633594893877112,0.1680812685662545,0.03633594893877112,5.248081268566255,1.7036632591701288,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.03,0.1671665217114322,0.036209943632150354,0.1671665217114322,0.036209943632150354,0.1671665217114322,0.036209943632150354,5.247166521711432,1.703537253863508,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.04,0.1662751708555108,0.03607347778089043,0.1662751708555108,0.03607347778089043,0.1662751708555108,0.03607347778089043,5.246275170855511,1.7034007880122481,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.05,0.16540737683981188,0.03592704350073106,0.16540737683981188,0.03592704350073106,0.16540737683981188,0.03592704350073106,5.245407376839812,1.7032543537320888,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.06,0.16456310959529752,0.03577116806682423,0.16456310959529752,0.03577116806682423,0.16456310959529752,0.03577116806682423,5.244563109595298,1.703098478298182,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.07,0.16374220112794902,0.03560644956367631,0.16374220112794902,0.03560644956367631,0.16374220112794902,0.03560644956367631,5.243742201127949,1.702933759795034,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.08,0.1629443225593059,0.03543353207270328,0.1629443225593059,0.03543353207270328,0.1629443225593059,0.03543353207270328,5.242944322559306,1.702760842304061,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.09,0.16216894286301908,0.03525303836561178,0.16216894286301908,0.03525303836561178,0.16216894286301908,0.03525303836561178,5.242168942863019,1.7025803485969695,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.1,0.1614154397479659,0.03506567426468221,0.1614154397479659,0.03506567426468221,0.1614154397479659,0.03506567426468221,5.241415439747966,1.70239298449604,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.11,0.16068307437205487,0.034872159517541634,0.16068307437205487,0.034872159517541634,0.16068307437205487,0.034872159517541634,5.240683074372055,1.7021994697488994,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.12,0.15997098103505625,0.03467323471950379,0.15997098103505625,0.03467323471950379,0.15997098103505625,0.03467323471950379,5.239970981035056,1.7020005449508615,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.13,0.15927817316240844,0.03446963541924464,0.15927817316240844,0.03446963541924464,0.15927817316240844,0.03446963541924464,5.2392781731624085,1.7017969456506024,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.14,0.15860358553645604,0.03426212016784813,0.15860358553645604,0.03426212016784813,0.15860358553645604,0.03426212016784813,5.238603585536456,1.7015894303992058,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.15,0.1579460260502108,0.034051398764646024,0.1579460260502108,0.034051398764646024,0.1579460260502108,0.034051398764646024,5.237946026050211,1.7013787089960037,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.16,0.15730434018817974,0.033838253672697105,0.15730434018817974,0.033838253672697105,0.15730434018817974,0.033838253672697105,5.23730434018818,1.7011655639040548,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.17,0.15667724936598582,0.033623407642209946,0.15667724936598582,0.033623407642209946,0.15667724936598582,0.033623407642209946,5.236677249365986,1.7009507178735677,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.18,0.1560634244535546,0.03340755407240037,0.1560634244535546,0.03340755407240037,0.1560634244535546,0.03340755407240037,5.236063424453555,1.700734864303758,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.19,0.1554615374233892,0.03319138475536976,0.1554615374233892,0.03319138475536976,0.1554615374233892,0.03319138475536976,5.235461537423389,1.7005186949867275,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.2,0.1548702336506773,0.03297555980067646,0.1548702336506773,0.03297555980067646,0.1548702336506773,0.03297555980067646,5.234870233650677,1.7003028700320342,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.21,0.15428815434656773,0.03276069532810322,0.15428815434656773,0.03276069532810322,0.15428815434656773,0.03276069532810322,5.234288154346568,1.700088005559461,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.22,0.15371394802747496,0.032547376045581444,0.15371394802747496,0.032547376045581444,0.15371394802747496,0.032547376045581444,5.233713948027475,1.6998746862769392,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.23,0.15314630491402692,0.03233616459909561,0.15314630491402692,0.03233616459909561,0.15314630491402692,0.03233616459909561,5.233146304914027,1.6996634748304533,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.24,0.15258389917044468,0.032127538758007335,0.15258389917044468,0.032127538758007335,0.15258389917044468,0.032127538758007335,5.232583899170445,1.699454848989365,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.25,0.15202547488854545,0.031921960518359827,0.15202547488854545,0.031921960518359827,0.15202547488854545,0.031921960518359827,5.2320254748885455,1.6992492707497175,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.26,0.15146983430616245,0.031719839028426566,0.15146983430616245,0.031719839028426566,0.15146983430616245,0.031719839028426566,5.2314698343061625,1.6990471492597843,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.27,0.1509158185377215,0.03152152950308329,0.1509158185377215,0.03152152950308329,0.1509158185377215,0.03152152950308329,5.230915818537722,1.698848839734441,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.28,0.15036234933770665,0.03132734157135819,0.15036234933770665,0.03132734157135819,0.15036234933770665,0.03132734157135819,5.230362349337707,1.698654651802716,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.29,0.14980840329436962,0.031137526692844197,0.14980840329436962,0.031137526692844197,0.14980840329436962,0.031137526692844197,5.22980840329437,1.698464836924202,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.3,0.14925303086629782,0.030952269328431203,0.14925303086629782,0.030952269328431203,0.14925303086629782,0.030952269328431203,5.229253030866298,1.698279579559789,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.31,0.1486954176511368,0.03077175623606121,0.1486954176511368,0.03077175623606121,0.1486954176511368,0.03077175623606121,5.228695417651137,1.698099066467419,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.32,0.14813477747087767,0.030596065934035854,0.14813477747087767,0.030596065934035854,0.14813477747087767,0.030596065934035854,5.228134777470878,1.6979233761653936,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.33,0.14757044250647056,0.030425255528224726,0.14757044250647056,0.030425255528224726,0.14757044250647056,0.030425255528224726,5.227570442506471,1.6977525657595824,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.34,0.1470018318927746,0.030259325589782504,0.1470018318927746,0.030259325589782504,0.1470018318927746,0.030259325589782504,5.227001831892775,1.6975866358211402,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.35,0.14642846415530286,0.030098243221288845,0.14642846415530286,0.030098243221288845,0.14642846415530286,0.030098243221288845,5.226428464155303,1.6974255534526466,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.36,0.14584995704406634,0.02994192939198892,0.14584995704406634,0.02994192939198892,0.14584995704406634,0.02994192939198892,5.225849957044066,1.6972692396233466,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.37,0.14526600244500898,0.029790241354463287,0.14526600244500898,0.029790241354463287,0.14526600244500898,0.029790241354463287,5.225266002445009,1.697117551585821,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.38,0.14467640023438033,0.029643020129190845,0.14467640023438033,0.029643020129190845,0.14467640023438033,0.029643020129190845,5.22467640023438,1.6969703303605486,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.39,0.14408103901689095,0.029500067501871063,0.14408103901689095,0.029500067501871063,0.14408103901689095,0.029500067501871063,5.224081039016891,1.6968273777332288,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
