t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,5.600826524610178,0.9131017557795497,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.42,0.12532861100744075,-1.0490506085793145,0.12532861100744075,-1.0490506085793145,0.12532861100744075,-1.0490506085793145,5.72532861100744,-0.12994242463692884,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.43,0.12583239196658624,-1.0450794604094917,0.12583239196658624,-1.0450794604094917,0.12583239196658624,-1.0450794604094917,5.725832391966586,-0.12597127646710604,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.44,0.126412100991681,-1.0411147055740242,0.126412100991681,-1.0411147055740242,0.126412100991681,-1.0411147055740242,5.726412100991681,-0.1220065216316385,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.45,0.12705237507722167,-1.0371563163971518,0.12705237507722167,-1.0371563163971518,0.12705237507722167,-1.0371563163971518,5.727052375077221,-0.11804813245476609,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.46,0.12773801847066757,-1.0332043189505353,0.12773801847066757,-1.0332043189505353,0.12773801847066757,-1.0332043189505353,5.727738018470667,-0.11409613500814975,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.47,0.12845415057024923,-1.0292587928170458,0.12845415057024923,-1.0292587928170458,0.12845415057024923,-1.0292587928170458,5.728454150570249,-0.1101506088746601,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.48,0.12918633453332884,-1.025319863039419,0.12918633453332884,-1.025319863039419,0.12918633453332884,-1.025319863039419,5.7291863345333285,-0.10621167909703322,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.49,0.1299207044417603,-1.0213877073636781,0.1299207044417603,-1.0213877073636781,0.1299207044417603,-1.0213877073636781,5.72992070444176,-0.10227952342129243,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.5,0.13064408967158592,-1.0174625470254974,0.13064408967158592,-1.0174625470254974,0.13064408967158592,-1.0174625470254974,5.730644089671586,-0.09835436308311185,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.51,0.1313441070433825,-1.0135446499269092,0.1313441070433825,-1.0135446499269092,0.1313441070433825,-1.0135446499269092,5.731344107043382,-0.09443646598452349,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.52,0.13200924709254291,-1.0096343239351855,0.13200924709254291,-1.0096343239351855,0.13200924709254291,-1.0096343239351855,5.732009247092543,-0.0905261399927999,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.53,0.1326289707186712,-1.005731914896348,0.1326289707186712,-1.005731914896348,0.1326289707186712,-1.005731914896348,5.732628970718671,-0.08662373095396225,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.54,0.13319374354768954,-1.0018378014436449,0.13319374354768954,-1.0018378014436449,0.13319374354768954,-1.0018378014436449,5.733193743547689,-0.08272961750125918,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.55,0.13369510106333848,-0.9979523941153335,0.13369510106333848,-0.9979523941153335,0.13369510106333848,-0.9979523941153335,5.733695101063338,-0.07884421017294785,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.56,0.13412568142995784,-0.9940761303147505,0.13412568142995784,-0.9940761303147505,0.13412568142995784,-0.9940761303147505,5.7341256814299575,-0.07496794637236481,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.57,0.13447924815017132,-0.990209468937814,0.13447924815017132,-0.990209468937814,0.13447924815017132,-0.990209468937814,5.734479248150171,-0.07110128499542834,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.58,0.1347507021669223,-0.9863528884450472,0.1347507021669223,-0.9863528884450472,0.1347507021669223,-0.9863528884450472,5.734750702166922,-0.06724470450266151,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.59,0.13493607368677374,-0.982506881092767,0.13493607368677374,-0.982506881092767,0.13493607368677374,-0.982506881092767,5.734936073686773,-0.06339869715038127,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.6,0.1350325132030079,-0.9786719511764937,0.1350325132030079,-0.9786719511764937,0.1350325132030079,-0.9786719511764937,5.7350325132030076,-0.059563767234108056,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.61,0.13503826867940294,-0.9748486090495789,0.13503826867940294,-0.9748486090495789,0.13503826867940294,-0.9748486090495789,5.735038268679403,-0.05574042510719324,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.62,0.13495264640104043,-0.9710373673469839,0.13495264640104043,-0.9710373673469839,0.13495264640104043,-0.9710373673469839,5.73495264640104,-0.05192918340459818,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.63,0.13477596999072983,-0.9672387388421407,0.13477596999072983,-0.9672387388421407,0.13477596999072983,-0.9672387388421407,5.7347759699907295,-0.04813055489975504,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.64,0.13450952841300268,-0.963453231835403,0.13450952841300268,-0.963453231835403,0.13450952841300268,-0.963453231835403,5.734509528413002,-0.0443450478930173,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.65,0.13415551598270792,-0.9596813474470758,0.13415551598270792,-0.9596813474470758,0.13415551598270792,-0.9596813474470758,5.734155515982708,-0.04057316350469009,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.66,0.13371696573313674,-0.955923576233663,0.13371696573313674,-0.955923576233663,0.13371696573313674,-0.955923576233663,5.733716965733136,-0.03681539229127728,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.67,0.13319768013805255,-0.9521803954899999,0.13319768013805255,-0.9521803954899999,0.13319768013805255,-0.9521803954899999,5.733197680138052,-0.033072211547614194,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.68,0.13260215279770904,-0.948452266678875,0.13260215279770904,-0.948452266678875,0.13260215279770904,-0.948452266678875,5.732602152797709,-0.029344082736489252,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.69,0.13193549119779835,-0.9447396333115491,0.13193549119779835,-0.9447396333115491,0.13193549119779835,-0.9447396333115491,5.731935491197798,-0.025631449369163395,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.7,0.1312033363297349,-0.9410429173182642,0.1312033363297349,-0.9410429173182642,0.1312033363297349,-0.9410429173182642,5.7312033363297346,-0.02193473337587848,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.71,0.1304117677600134,-0.9373625190687914,0.1304117677600134,-0.9373625190687914,0.1304117677600134,-0.9373625190687914,5.730411767760013,-0.01825433512640573,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.72,0.12956723752336785,-0.933698816608218,0.12956723752336785,-0.933698816608218,0.12956723752336785,-0.933698816608218,5.7295672375233675,-0.01459063266583227,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.73,0.12867647536983373,-0.9300521613276216,0.12867647536983373,-0.9300521613276216,0.12867647536983373,-0.9300521613276216,5.728676475369833,-0.010943977385235892,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.74,0.12774640664060222,-0.9264228786897238,0.12774640664060222,-0.9264228786897238,0.12774640664060222,-0.9264228786897238,5.727746406640602,-0.007314694747338146,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.75,0.12678407322792573,-0.9228112682879163,0.12678407322792573,-0.9228112682879163,0.12678407322792573,-0.9228112682879163,5.726784073227925,-0.0037030843455305718,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.76,0.1257965563594654,-0.9192176016815363,0.1257965563594654,-0.9192176016815363,0.1257965563594654,-0.9192176016815363,5.725796556359465,-0.00010941773915063013,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.77,0.1247908984487367,-0.915642123888571,0.1247908984487367,-0.915642123888571,0.1247908984487367,-0.915642123888571,5.724790898448736,0.003466060053814668,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.78,0.1237740368543605,-0.9120850512588629,0.1237740368543605,-0.9120850512588629,0.1237740368543605,-0.9120850512588629,5.72377403685436,0.007023132683522837,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.79,0.1227527319053543,-0.9085465733011029,0.1227527319053543,-0.9085465733011029,0.1227527319053543,-0.9085465733011029,5.722752731905354,0.010561610641282804,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.8,0.1217335120821108,-0.9050268529024064,0.1217335120821108,-0.9050268529024064,0.1217335120821108,-0.9050268529024064,5.7217335120821105,0.014081331039979328,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.81,0.12072261280535201,-0.9015260259073101,0.12072261280535201,-0.9015260259073101,0.12072261280535201,-0.9015260259073101,5.720722612805352,0.017582158035075568,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.82,0.11972592235407298,-0.8980442025934737,0.11972592235407298,-0.8980442025934737,0.11972592235407298,-0.8980442025934737,5.719725922354073,0.021063981348911964,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.83,0.11874895015708731,-0.8945814704999148,0.11874895015708731,-0.8945814704999148,0.11874895015708731,-0.8945814704999148,5.718748950157087,0.024526713442470927,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.84,0.11779677656575327,-0.8911378916111751,0.11779677656575327,-0.8911378916111751,0.11779677656575327,-0.8911378916111751,5.717796776565753,0.027970292331210622,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.85,0.11687402579688655,-0.8877135079324238,0.11687402579688655,-0.8877135079324238,0.11687402579688655,-0.8877135079324238,5.716874025796886,0.03139467600996193,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.86,0.11598483846747687,-0.8843083392850826,0.11598483846747687,-0.8843083392850826,0.11598483846747687,-0.8843083392850826,5.7159848384674765,0.034799844657303125,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.87,0.11513285217998348,-0.8809223876730908,0.11513285217998348,-0.8809223876730908,0.11513285217998348,-0.8809223876730908,5.715132852179983,0.03818579626929486,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.88,0.11432118820741977,-0.877555637016132,0.11432118820741977,-0.877555637016132,0.11432118820741977,-0.877555637016132,5.714321188207419,0.04155254692625365,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.89,0.11355244303360212,-0.8742080561873241,0.11355244303360212,-0.8742080561873241,0.11355244303360212,-0.8742080561873241,5.713552443033602,0.04490012775506158,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.9,0.1128286873265747,-0.8708795996154584,0.1128286873265747,-0.8708795996154584,0.1128286873265747,-0.8708795996154584,5.712828687326574,0.04822858432692734,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.91,0.11215147011193949,-0.8675702104606653,0.11215147011193949,-0.8675702104606653,0.11215147011193949,-0.8675702104606653,5.712151470111939,0.0515379734817204,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.92,0.1115218258657098,-0.8642798202680806,0.1115218258657098,-0.8642798202680806,0.1115218258657098,-0.8642798202680806,5.7115218258657094,0.0548283636743051,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.93,0.11094028923089017,-0.8610083531759273,0.11094028923089017,-0.8610083531759273,0.11094028923089017,-0.8610083531759273,5.71094028923089,0.058099830766458416,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.94,0.11040691358286114,-0.857755726565052,0.11040691358286114,-0.857755726565052,0.11040691358286114,-0.857755726565052,5.710406913582861,0.06135245737733375,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.95,0.10992129314687027,-0.8545218528073507,0.10992129314687027,-0.8545218528073507,0.10992129314687027,-0.8545218528073507,5.70992129314687,0.06458633113503498,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.96,0.1094825891498683,-0.8513066408399576,0.1094825891498683,-0.8513066408399576,0.1094825891498683,-0.8513066408399576,5.709482589149868,0.06780154310242814,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.97,0.10908955925701314,-0.8481099983972963,0.10908955925701314,-0.8481099983972963,0.10908955925701314,-0.8481099983972963,5.709089559257013,0.07099818554508941,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.98,0.10874058862243885,-0.8449318329270092,0.10874058862243885,-0.8449318329270092,0.10874058862243885,-0.8449318329270092,5.7087405886224385,0.07417635101537645,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
2.99,0.10843372578105193,-0.8417720536857546,0.10843372578105193,-0.8417720536857546,0.10843372578105193,-0.8417720536857546,5.708433725781052,0.07733613025663111,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.0,0.10816671768150243,-0.8386305723421084,0.10816671768150243,-0.8386305723421084,0.10816671768150243,-0.8386305723421084,5.708166717681502,0.08047761160027733,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.01,0.10793704792081105,-0.8355073051793431,0.10793704792081105,-0.8355073051793431,0.10793704792081105,-0.8355073051793431,5.707937047920811,0.08360087876304256,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.02,0.10774197499682625,-0.8324021732922737,0.10774197499682625,-0.8324021732922737,0.10774197499682625,-0.8324021732922737,5.707741974996826,0.08670601065011196,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.03,0.10757857128483383,-0.829315104269095,0.10757857128483383,-0.829315104269095,0.10757857128483383,-0.829315104269095,5.7075785712848335,0.08979307967329064,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.04,0.10744376358231555,-0.8262460327291007,0.10744376358231555,-0.8262460327291007,0.10744376358231555,-0.8262460327291007,5.707443763582315,0.092862151213285,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.05,0.10733436559817999,-0.8231949005754485,0.10733436559817999,-0.8231949005754485,0.10733436559817999,-0.8231949005754485,5.70733436559818,0.09591328336693716,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.06,0.10724712848650331,-0.8201616593668252,0.10724712848650331,-0.8201616593668252,0.10724712848650331,-0.8201616593668252,5.707247128486503,0.09894652457556052,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.07,0.1071787634725121,-0.8171462685649458,0.1071787634725121,-0.8171462685649458,0.1071787634725121,-0.8171462685649458,5.707178763472512,0.10196191537743993,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.08,0.10712598716520016,-0.8141486975359167,0.10712598716520016,-0.8141486975359167,0.10712598716520016,-0.8141486975359167,5.7071259871652,0.10495948640646902,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.09,0.10708555055118119,-0.8111689248813938,0.10708555055118119,-0.8111689248813938,0.10708555055118119,-0.8111689248813938,5.707085550551181,0.10793925906099189,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.1,0.10705427081303842,-0.8082069383142632,0.10705427081303842,-0.8082069383142632,0.10705427081303842,-0.8082069383142632,5.707054270813038,0.11090124562812254,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.11,0.10702906538585477,-0.805262736155897,0.10702906538585477,-0.805262736155897,0.10702906538585477,-0.805262736155897,5.707029065385854,0.11384544778648864,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.12,0.10700697309535467,-0.8023363249937537,0.10700697309535467,-0.8023363249937537,0.10700697309535467,-0.8023363249937537,5.707006973095354,0.11677185894863196,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.13,0.10698518295333148,-0.7994277213353138,0.10698518295333148,-0.7994277213353138,0.10698518295333148,-0.7994277213353138,5.706985182953331,0.11968046260707188,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.14,0.10696105242460074,-0.7965369501134347,0.10696105242460074,-0.7965369501134347,0.10696105242460074,-0.7965369501134347,5.7069610524246,0.12257123382895097,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.15,0.10693212990448941,-0.7936640448421168,0.10693212990448941,-0.7936640448421168,0.10693212990448941,-0.7936640448421168,5.706932129904489,0.12544413910026886,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.16,0.10689616790383294,-0.7908090463960012,0.10689616790383294,-0.7908090463960012,0.10689616790383294,-0.7908090463960012,5.706896167903833,0.12829913754638445,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.17,0.1068511374680785,-0.7879720034005373,0.1068511374680785,-0.7879720034005373,0.1068511374680785,-0.7879720034005373,5.706851137468078,0.1311361805418484,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
